URL,Page Type,Current Meta Title,Title Length,Title Status,Current Meta Description,Description Length,Description Status,Problems Found
https://arzhomeremodeling.com/bathroom-remodeling-fulton-ranch/,Nearby City Page,Bathroom Remodeling Fulton Ranch Chandler AZ - ARZ,50,PASS,"Licensed bathroom remodeling contractor serving Fulton Ranch, Chandler, AZ. Specialty master bath designs, custom tile work, and walk-in showers in 85248.",154,FAIL,No CTA
https://arzhomeremodeling.com/bathroom-remodeling-gilbert-az/,City Page,Bathroom Remodel Gilbert AZ - Licensed Contractor - ARZ,55,PASS,"Bathroom remodeling Gilbert AZ: showers, tub-to-shower, master baths. Licensed ROC338304. Free estimate: (520) 569-3339.",120,PASS,
https://arzhomeremodeling.com/bathroom-remodeling-gold-canyon-az/,City Page,Bathroom Remodeling Gold Canyon AZ - Premium Renovations - ARZ,62,FAIL,"Luxury bathroom remodeling in Gold Canyon, AZ. Walk-in showers, spa tub upgrades &amp; custom tile. ROC Licensed, premium designs. Free quote: (520) 569-3339.",158,FAIL,"Title too long, Description too long"
https://arzhomeremodeling.com/bathroom-remodeling-maricopa-az/,City Page,Bathroom Remodeling Maricopa AZ - Licensed &amp; Insured - ARZ,62,FAIL,"Top-rated bathroom remodeling in Maricopa, AZ. Zero-threshold curbless showers, tub conversions &amp; senior safety conversions. Free estimate: (520) 569-3339.",159,FAIL,"Title too long, Description too long"
https://arzhomeremodeling.com/bathroom-remodeling-mesa-az/,City Page,Bathroom Remodel Mesa AZ | Licensed Contractor - ARZ,52,PASS,"Professional bathroom remodeling in Mesa, AZ. Master baths, tub conversions &amp; custom tiling. Licensed ROC338304. 5★ rated. Book a free quote: (520)...",154,PASS,
https://arzhomeremodeling.com/bathroom-remodeling-ocotillo/,Nearby City Page,Bathroom Remodeling Ocotillo Chandler AZ - Custom Contractor -...,65,FAIL,"Top-rated bathroom remodeling in Ocotillo, Chandler, AZ. Specializing in luxury walk-in showers, custom tile design, and master suite renovations in 85248.",155,FAIL,"Title too long, No CTA"
https://arzhomeremodeling.com/bathroom-remodeling-permits-chandler/,Service Page,Bathroom Remodeling Permits Chandler AZ - Guide &amp; Requirements...,69,FAIL,"Do you need a permit for a bathroom remodel in Chandler, AZ? Learn City of Chandler permit rules, fees, and inspection guidelines.",130,FAIL,"Title too long, No CTA"
https://arzhomeremodeling.com/bathroom-remodeling-queen-creek-az/,City Page,Professional Bathroom Remodeling Queen Creek AZ - Free Estimat...,65,FAIL,"Hire Queen Creek&#x27;s top-rated bathroom remodeling company. We specialize in family-friendly renovations, walk-in showers, and master bath updates....",153,FAIL,"Title too long, No CTA"
https://arzhomeremodeling.com/bathroom-remodeling-san-tan-valley-az/,City Page,Bathroom Remodeling San Tan Valley AZ - Licensed &amp; Insured - ARZ,68,FAIL,"Top-rated bathroom remodeling in San Tan Valley, AZ. Master suite overhauls, tub conversions &amp; custom tiling. ROC Licensed. Book a free quote: (520)...",155,PASS,Title too long
https://arzhomeremodeling.com/bathroom-remodeling-sun-lakes/,City Page,Bathroom Remodeling Sun Lakes AZ | Walk-In Showers - ARZ,56,PASS,"Senior-friendly bathroom remodeling in Sun Lakes, AZ. Licensed specialists for zero-threshold walk-in showers, grab bars, and ADA renovations in 85248.",151,FAIL,No CTA
https://arzhomeremodeling.com/bathroom-remodeling-tempe-az/,City Page,Bathroom Remodel Tempe AZ - Licensed Contractor - ARZ,53,PASS,"Bathroom remodeling Tempe AZ: showers, tub-to-shower, tile. Licensed ROC338304. Free estimate: (520) 569-3339.",110,FAIL,Description too short
https://arzhomeremodeling.com/bathroom-remodeling-timeline/,Service Page,Bathroom Remodel Timeline Chandler - Project Schedule - ARZ,59,PASS,"How long does a bathroom remodel take in Chandler, AZ? Complete step-by-step schedule from demolition and inspections to final tile and handoff.",144,PASS,
https://arzhomeremodeling.com/bathroom-tile-installation/,Service Page,Bathroom Tile Installer Chandler AZ - Custom Shower Tile - ARZ,62,FAIL,"Expert shower &amp; bathroom floor tile installation in Chandler, AZ. Epoxy grout &amp; hard water scale defense systems. Licensed ROC338304. Call (520)...",155,PASS,Title too long
https://arzhomeremodeling.com/bathroom-vanity-installation/,Service Page,Bathroom Vanity Installation Chandler AZ - Custom Service - ARZ,63,FAIL,Custom bathroom vanity installation Chandler AZ. Single &amp; double sink setups with luxury countertops. Transform your space today!,133,FAIL,"Title too long, No CTA"
https://arzhomeremodeling.com/bathtub-remodeling/,Service Page,Bathtub Remodeling Chandler | Tub Replacement - ARZ,51,PASS,"Expert bathtub remodeling in Chandler AZ. Tub replacement, soaking tub installation, and luxury upgrades. Licensed AZ contractor. Free itemized estimates!",154,PASS,
https://arzhomeremodeling.com/blog/2024-bathroom-design-trends-chandler-arizona/,Blog Post,"2025-2026 Bathroom Design Trends for Chandler, Arizona Homes",60,PASS,"Discover 2025–2026 bathroom design trends in Chandler, AZ. Explore spa-inspired wellness features, floating vanities, &amp; sustainable stone →",143,FAIL,No CTA
https://arzhomeremodeling.com/blog/ada-bathroom-requirements-arizona/,Blog Post,ADA Bathroom Requirements &amp; Universal Design in Arizona,59,PASS,"Learn Arizona ADA residential guidelines. Get local specifications for handicap curbless showers, grab bars, &amp; wheelchair clearances in Chandler →",150,FAIL,No CTA
https://arzhomeremodeling.com/blog/adu-casita-construction-guide-arizona/,Blog Post,ADU &amp; Casita Construction Guide for Arizona | ARZ,53,PASS,"Plan your detached guest house or casita in Chandler, AZ. Complete design-build guide covering municipal zoning codes, plumbing trenching, &amp; cost models →",158,FAIL,"Description too long, No CTA"
https://arzhomeremodeling.com/blog/bathroom-remodel-cost-chandler-az-2025/,Blog Post,"2026 Bathroom Remodel Cost in Chandler, AZ - Local Pricing",58,PASS,"Compare 2026 guest, master suite, and tub-to-shower remodel costs in Chandler, AZ. See real local pricing charts by neighborhood &amp; zip code →",145,FAIL,No CTA
https://arzhomeremodeling.com/blog/bathroom-remodel-permits-chandler/,Blog Post,"Bathroom Remodeling Permits in Chandler, Arizona | Guide",56,PASS,"Do you need a permit to remodel a bathroom in Chandler, AZ? Learn the city&#x27;s plumbing &amp; structural code filings and inspection schedules →",147,PASS,
https://arzhomeremodeling.com/blog/bathroom-remodel-vs-renovation-difference/,Blog Post,Bathroom Remodel vs. Renovation: The Real Differences | ARZ,59,PASS,"Cosmetic updates vs. structural overhauls. We explain the differences between bathroom remodeling and renovation in Arizona, detailing permit rules &amp;...",156,FAIL,"Description too long, No CTA"
https://arzhomeremodeling.com/blog/bathroom-remodeling-checklist-preparation/,Blog Post,"How to Prepare for a Bathroom Remodel | Chandler, AZ",52,PASS,"Prepare your home for bathroom construction. Get our complete checklist for Chandler, AZ, covering HOA approvals, dust barriers, &amp; schedules →",146,PASS,
https://arzhomeremodeling.com/blog/bathroom-remodeling-timeline-chandler-az/,Blog Post,"Bathroom Remodeling Timeline in Chandler, Arizona",49,PASS,"How long does a bathroom renovation take? Get our week-by-week demolition, waterproofing, &amp; city inspection schedule for Chandler, AZ homes →",145,PASS,
https://arzhomeremodeling.com/blog/chandler-az-hard-water-bathroom-tile/,Blog Post,Chandler Hard Water vs. Bathroom Tile &amp; Grout | Guide,57,PASS,Chandler&#x27;s hard water mineral scale can ruin your tile. Learn which dense porcelain tile &amp; epoxy grout selections defend against scaling in AZ →,153,FAIL,No CTA
https://arzhomeremodeling.com/blog/complete-guide-bathroom-remodeling-chandler-arizona/,Blog Post,"Complete Guide to Bathroom Remodeling in Chandler, Arizona",58,PASS,"The ultimate 2026 bathroom remodeling guide for Chandler, AZ. Plan layout designs, calculate budgets, choose materials, &amp; hire local experts →",146,FAIL,No CTA
https://arzhomeremodeling.com/blog/designing-low-maintenance-bathroom-arizona/,Blog Post,Designing a Low-Maintenance Bathroom in Arizona | ARZ,53,PASS,"Tired of scrubbing calcium water spots? Learn the dense materials, non-porous epoxy grouts, and treated shower glass coatings that repel hard water scaling...",158,FAIL,"Description too long, No CTA"
https://arzhomeremodeling.com/blog/frameless-shower-glass-worth-it-chandler/,Blog Post,"Is Frameless Shower Glass Worth It in Chandler, AZ?",51,PASS,"Is frameless shower glass worth the cost in Chandler, AZ? Compare pricing, hard water protection, &amp; resale equity value for your custom bath →",146,FAIL,No CTA
https://arzhomeremodeling.com/blog/garage-conversions-chandler-az-guide/,Blog Post,"Garage Conversions in Chandler, AZ: Complete Guide | ARZ",56,PASS,"Everything you need to know about converting a 2-car or 3-car garage in Chandler, AZ. View cost tables, slab saw-cutting tips, HVAC mini-splits, and...",151,FAIL,No CTA
https://arzhomeremodeling.com/blog/how-to-choose-bathroom-contractor-chandler/,Blog Post,Choosing a Chandler Bathroom Contractor - 15 Questions to Ask,61,FAIL,"Protect your Chandler, AZ home. Get the checklist of 15 questions to ask any bathroom contractor about ROC licensing, permits, &amp; warranties →",145,FAIL,"Title too long, No CTA"
https://arzhomeremodeling.com/blog/,Other,Bathroom Remodeling Blog &amp; Tips - ARZ,41,FAIL,"Expert bathroom remodeling tips, design trends, and guides from Chandler, AZ contractors. Learn about costs, materials, and master bath layouts.",144,PASS,Title too short
https://arzhomeremodeling.com/blog/master-bathroom-remodel-cost-chandler/,Blog Post,"2026 Master Bathroom Remodeling Costs | Chandler, AZ",52,PASS,"What does a luxury master suite remodel cost in Chandler, AZ? Get real 2026 pricing for curbless walk-in showers, custom tile, &amp; labor rates →",146,FAIL,No CTA
https://arzhomeremodeling.com/blog/porcelain-vs-ceramic-tile-arizona-shower/,Blog Post,Porcelain vs. Ceramic Shower Tile | Arizona Remodeling,54,PASS,"Is porcelain or ceramic tile better for your Arizona shower? Compare water absorption, durability under hard water, &amp; cost for Chandler builds →",148,FAIL,No CTA
https://arzhomeremodeling.com/blog/schluter-kerdi-vs-redgard-arizona/,Blog Post,Schluter-KERDI vs. RedGard | Arizona Shower Waterproofing,57,PASS,Waterproofing battle: Compare Schluter-KERDI vs RedGard liquid membranes for Arizona&#x27;s shifting framing &amp; high desert heat. See key findings →,151,FAIL,No CTA
https://arzhomeremodeling.com/blog/small-bathroom-layout-ideas-chandler/,Blog Post,"Small Bathroom Layout &amp; Space Optimization | Chandler, AZ",61,FAIL,"Struggling with a small bath? Maximize visual space &amp; storage in Chandler, AZ with pocket doors, custom floating vanities, &amp; curbless shower layouts →",158,FAIL,"Title too long, Description too long, No CTA"
https://arzhomeremodeling.com/blog/tub-to-shower-conversion-ideas-chandler/,Blog Post,"Tub-to-Shower Conversion Ideas in Chandler, AZ",46,PASS,"Upgrade your Chandler, AZ home with 2026 tub-to-shower conversion layout ideas. Save space, optimize custom tile, &amp; increase property ROI →",143,FAIL,No CTA
https://arzhomeremodeling.com/blog/walk-in-shower-cost-chandler-az/,Blog Post,"Walk-In Shower Cost in Chandler, AZ - 2026 Pricing",50,PASS,"How much does a walk-in shower cost to install in Chandler, AZ in 2026? View detailed estimates for custom tiling, glass enclosures, &amp; ADA layouts →",152,PASS,
https://arzhomeremodeling.com/cabinet-countertop-installation/,Service Page,Cabinet &amp; Countertop Installation Chandler AZ - ARZ,55,PASS,"Professional cabinet and countertop installation in Chandler, Arizona. Granite, quartz, marble countertops and custom cabinetry. Free estimates.",144,PASS,
https://arzhomeremodeling.com/careers/,Other,Careers at ARZ Home Remodeling Chandler AZ - ARZ,48,PASS,"Join our growing team in Chandler, AZ. We&#x27;re hiring experienced bathroom remodelers and tile installers. Apply today!",122,PASS,
https://arzhomeremodeling.com/chandler-az-85224/,Nearby City Page,Bathroom Remodeling ZIP 85224 - ARZ,35,FAIL,"Licensed bathroom remodeling contractor in ZIP 85224, Chandler AZ. Custom walk-in showers &amp; tub conversions. Free estimates!",128,PASS,"Title too short, Missing location"
https://arzhomeremodeling.com/chandler-az-85225/,Nearby City Page,Bathroom Remodeling ZIP 85225 - ARZ,35,FAIL,"Licensed bathroom remodeling contractor in ZIP 85225, Chandler AZ. Custom walk-in showers &amp; tub conversions. Free estimates!",128,PASS,"Title too short, Missing location"
https://arzhomeremodeling.com/chandler-az-85226/,Nearby City Page,Bathroom Remodeling ZIP 85226 - ARZ,35,FAIL,"Licensed bathroom remodeling contractor in ZIP 85226, Chandler AZ. Custom walk-in showers &amp; tub conversions. Free estimates!",128,PASS,"Title too short, Missing location"
https://arzhomeremodeling.com/chandler-az-85248/,Nearby City Page,Bathroom Remodeling ZIP 85248 - ARZ,35,FAIL,"Licensed bathroom remodeling contractor in ZIP 85248, Chandler AZ. Custom walk-in showers &amp; tub conversions. Free estimates!",128,PASS,"Title too short, Missing location"
https://arzhomeremodeling.com/chandler-az-85249/,Nearby City Page,Bathroom Remodeling ZIP 85249 - ARZ,35,FAIL,"Licensed bathroom remodeling contractor in ZIP 85249, Chandler AZ. Custom walk-in showers &amp; tub conversions. Free estimates!",128,PASS,"Title too short, Missing location"
https://arzhomeremodeling.com/chandler-az-arden-park/,Nearby City Page,Bathroom Remodeling Arden Park - ARZ,36,FAIL,"Licensed bathroom remodeling contractor in Arden Park, Chandler AZ. Custom walk-in showers &amp; tub conversions. Free estimates!",129,PASS,"Title too short, Missing location"
https://arzhomeremodeling.com/chandler-az-circle-g/,Nearby City Page,Bathroom Remodeling Circle G - ARZ,34,FAIL,"Licensed bathroom remodeling contractor in Circle G, Chandler AZ. Custom walk-in showers &amp; tub conversions. Free estimates!",127,PASS,"Title too short, Missing location"
https://arzhomeremodeling.com/chandler-az-clemente-ranch/,Nearby City Page,Bathroom Remodeling Clemente Ranch - ARZ,40,FAIL,"Licensed bathroom remodeling contractor in Clemente Ranch, Chandler AZ. Custom walk-in showers &amp; tub conversions. Free estimates!",133,PASS,"Title too short, Missing location"
https://arzhomeremodeling.com/chandler-az-copper-ridge-condominiums/,Nearby City Page,Bathroom Remodeling Copper Ridge Condominiums - ARZ,51,FAIL,"Licensed bathroom remodeling contractor in Copper Ridge Condominiums, Chandler AZ. Custom walk-in showers &amp; tub conversions. Free estimates!",144,PASS,Missing location
https://arzhomeremodeling.com/chandler-az-dobson-place/,Nearby City Page,Bathroom Remodeling Dobson Place - ARZ,38,FAIL,"Licensed bathroom remodeling contractor in Dobson Place, Chandler AZ. Custom walk-in showers &amp; tub conversions. Free estimates!",131,PASS,"Title too short, Missing location"
https://arzhomeremodeling.com/chandler-az-kyrene-corridor/,Nearby City Page,Bathroom Remodeling Kyrene Corridor - ARZ,41,FAIL,"Licensed bathroom remodeling contractor in Kyrene Corridor, Chandler AZ. Custom walk-in showers &amp; tub conversions. Free estimates!",134,PASS,"Title too short, Missing location"
https://arzhomeremodeling.com/chandler-az-riggs-ranch/,Nearby City Page,Bathroom Remodeling Riggs Ranch - ARZ,37,FAIL,"Licensed bathroom remodeling contractor in Riggs Ranch, Chandler AZ. Custom walk-in showers &amp; tub conversions. Free estimates!",130,PASS,"Title too short, Missing location"
https://arzhomeremodeling.com/chandler-az-stellar-airpark/,Nearby City Page,Bathroom Remodeling Stellar Airpark - ARZ,41,FAIL,"Licensed bathroom remodeling contractor in Stellar Airpark, Chandler AZ. Custom walk-in showers &amp; tub conversions. Free estimates!",134,PASS,"Title too short, Missing location"
https://arzhomeremodeling.com/chandler-az-sun-groves/,Nearby City Page,Bathroom Remodeling Sun Groves - ARZ,36,FAIL,"Licensed bathroom remodeling contractor in Sun Groves, Chandler AZ. Custom walk-in showers &amp; tub conversions. Free estimates!",129,PASS,"Title too short, Missing location"
https://arzhomeremodeling.com/chandler-az-warner-ranch/,Nearby City Page,Bathroom Remodeling Warner Ranch - ARZ,38,FAIL,"Licensed bathroom remodeling contractor in Warner Ranch, Chandler AZ. Custom walk-in showers &amp; tub conversions. Free estimates!",131,PASS,"Title too short, Missing location"
https://arzhomeremodeling.com/contact/,Contact Page,Free Bathroom Remodel Estimates - ARZ,37,FAIL,Contact Chandler&#x27;s top-rated bathroom remodeling contractor. Fill out our form or call (520) 569-3339 to schedule a free in-home consultation today.,153,PASS,Title too short
https://arzhomeremodeling.com/financing/,Other,Bathroom Remodel Financing | Chandler AZ - ARZ,46,PASS,"Affordable bathroom remodel financing. Get the custom bathroom you want today with low monthly payments in Chandler, AZ.",120,PASS,
https://arzhomeremodeling.com/gallery/,Other,Bathroom Remodel Project Gallery - ARZ,38,FAIL,"Explore our stunning gallery of completed bathroom remodels in Chandler, AZ. See custom tiled walk-in showers, master bath retreats &amp; vanity upgrades.",154,PASS,Title too short
https://arzhomeremodeling.com/garage-conversion-chandler/,Service Page,Garage Conversion Chandler AZ - Room Conversions - ARZ,54,PASS,"Licensed garage conversion in Chandler, AZ. Convert your garage into a master suite, bedroom or home office. ROC Licensed. Free estimate: (520) 569-3339.",153,PASS,
https://arzhomeremodeling.com/guest-bathroom-remodeling/,Service Page,Guest Bathroom Remodeling Chandler AZ - Small Bath Renovations...,65,FAIL,"Transform your guest bathroom into a welcoming space. We specialize in efficient, high impact guest bath and powder room remodeling in Chandler. Fast...",152,FAIL,"Title too long, No CTA"
https://arzhomeremodeling.com/handicap-accessible-bathroom/,Service Page,Handicap Accessible Bathroom Chandler AZ - ADA Compliant Remod...,65,FAIL,"Handicap accessible bathroom remodels in Chandler, AZ. ADA-compliant design with curbless showers, grab bars, accessible vanities. Licensed ROC338304. Free...",158,FAIL,"Title too long, Description too long, No CTA"
https://arzhomeremodeling.com/,Homepage,Bathroom Remodeling Chandler AZ - Licensed Contractor,53,PASS,"Custom walk-in showers &amp; tub-to-shower conversions in Chandler. Fixed pricing from $6,000. ROC licensed since 2010. Serving Ocotillo, Fulton Ranch &amp;...",159,FAIL,"Description too long, No CTA"
https://arzhomeremodeling.com/luxury-bathroom-remodeling/,Service Page,Luxury Bathroom Remodeling Chandler AZ - Premium Design - ARZ,61,FAIL,"Experience the pinnacle of luxury bathroom remodeling in Chandler. High end master bath renovations, spa inspired showers, premium stone work, and custom...",156,FAIL,"Title too long, Description too long, No CTA"
https://arzhomeremodeling.com/master-bathroom-remodel/,Other,Master Bathroom Remodel Chandler AZ - Custom Luxury - ARZ,57,PASS,"Luxury master suite bathroom design &amp; remodeling in Chandler &amp; Mesa. Double vanities, freestanding tubs, smart lighting. ROC338304. Estimate: (520)...",158,FAIL,Description too long
https://arzhomeremodeling.com/master-bathroom-remodel-cost/,Other,Master Bathroom Remodel Cost Chandler AZ - 2025 Pricing Guide ...,65,FAIL,"How much does a master bathroom remodel cost in Chandler, AZ? Compare pricing for custom double vanities, tile flooring, walk-in showers, and tubs.",147,PASS,Title too long
https://arzhomeremodeling.com/offers/,Other,Special Offers - Bathroom Remodeling Chandler - ARZ,51,PASS,"Exclusive bathroom remodeling offers in Chandler, AZ. Save on showers, tile, and vanity upgrades. Limited time deals available!",127,PASS,
https://arzhomeremodeling.com/privacy-policy/,Other,Privacy Policy - ARZ - ARZ Home Remodeling,42,FAIL,"Privacy Policy for ARZ Home Remodeling. Learn how we collect, use and protect your personal information.",104,FAIL,"Title too short, Description too short"
https://arzhomeremodeling.com/services/,Other,"Bathroom Remodeling Services in Chandler AZ | Showers, Vanitie...",65,FAIL,"Browse all bathroom services offered by ARZ Home Remodeling in Chandler AZ. Walk-in showers, tub conversions, tile, vanities, ADA baths. Licensed ROC...",152,PASS,Title too long
https://arzhomeremodeling.com/shower-remodeling/,Service Page,Shower Remodeling Chandler AZ - Custom Tiled Showers - ARZ,58,PASS,Ditch your old shower. We design custom tiled walk-in showers with frameless glass. Schluter waterproofed. Licensed ROC338304. Free quotes: (520) 569-3339.,155,PASS,
https://arzhomeremodeling.com/small-bathroom-remodeling/,Service Page,Small Bathroom Remodeling Chandler AZ - Budget Friendly - ARZ,61,FAIL,"Maximize space in your guest or hall bathroom. Smart space-saving vanities, curved corner showers, budget-friendly layouts. ROC338304. Call (520) 569-3339.",155,PASS,Title too long
https://arzhomeremodeling.com/team/alex-rivers/,Other,Alex Rivers - Licensed Bathroom Contractor and Owner - ARZ,58,PASS,"Meet Alex Rivers, founder and master bathroom contractor at ARZ Home Remodeling. Licensed ROC338304. 15+ years, 500+ completed projects in Chandler,...",151,PASS,
